Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
8,51,Yes,6,8,47,66,Graduate
6,75,Yes,4,3,63,40,Dropout
7,72,Yes,4,3,63,73,Graduate
8,75,No,4,3,68,56,Dropout
2,72,No,9,1,52,76,Graduate
8,70,No,8,3,64,77,Graduate
3,60,Yes,6,1,38,65,Graduate
7,66,Yes,8,7,60,96,Dropout
3,66,No,4,6,45,63,Graduate
7,47,Yes,7,9,39,78,Dropout
2,95,No,4,1,75,99,Dropout
6,76,Yes,8,1,67,60,Dropout
3,71,Yes,4,1,48,69,Graduate
3,65,Yes,4,0,44,86,Dropout
9,41,Yes,8,5,37,90,Graduate
7,51,Yes,8,5,41,87,Graduate
5,61,No,7,0,47,96,Graduate
7,56,No,8,0,45,52,Dropout
9,46,No,7,5,43,76,Dropout
1,82,Yes,5,5,54,42,Dropout
7,43,No,5,3,32,71,Graduate
6,76,No,8,2,64,74,Graduate
9,77,Yes,4,8,74,58,Graduate
1,71,Yes,6,5,50,53,Graduate
4,50,No,4,0,33,87,Dropout
9,40,No,8,2,36,61,Dropout
4,64,No,7,0,45,56,Graduate
3,81,No,4,2,58,98,Graduate
9,91,No,5,1,85,43,Dropout
2,63,Yes,9,4,41,84,Graduate
4,92,No,8,2,78,79,Graduate
6,82,No,4,6,63,58,Dropout
2,95,No,9,7,76,76,Dropout
8,56,No,4,6,51,41,Graduate
8,47,No,7,1,36,54,Graduate
1,98,No,7,9,74,41,Dropout
3,84,Yes,7,9,65,50,Graduate
9,66,Yes,9,6,65,84,Graduate
5,91,Yes,6,9,79,62,Dropout
6,57,No,9,2,46,49,Graduate
4,66,No,8,6,47,42,Graduate
2,61,Yes,8,0,42,44,Graduate
8,55,No,5,1,46,42,Dropout
6,41,No,5,9,34,77,Graduate
5,44,No,8,0,27,52,Graduate
9,57,Yes,4,8,52,81,Dropout
1,42,Yes,8,1,17,58,Graduate
5,66,Yes,6,1,53,79,Dropout
6,93,No,5,5,84,89,Dropout
5,56,Yes,5,6,39,74,Graduate
6,55,Yes,9,1,44,63,Dropout
6,45,Yes,5,3,36,63,Dropout
7,90,No,8,2,81,56,Graduate
4,46,Yes,5,4,30,79,Dropout
8,89,Yes,5,8,80,49,Dropout
7,53,No,9,1,41,41,Graduate
9,77,Yes,8,4,77,83,Dropout
7,79,No,4,7,69,62,Graduate
3,54,No,5,5,34,45,Graduate
3,86,Yes,5,3,64,41,Graduate
8,86,Yes,5,9,78,60,Graduate
5,87,Yes,6,7,74,94,Dropout
4,72,No,8,2,52,95,Graduate
8,82,Yes,5,3,76,74,Dropout
6,66,Yes,6,8,53,88,Dropout
2,68,Yes,4,4,46,68,Dropout
4,96,No,4,5,77,46,Graduate
4,76,No,9,1,59,68,Graduate
6,44,No,9,8,35,92,Graduate
6,68,Yes,9,7,61,76,Graduate
1,71,Yes,6,6,46,62,Graduate
8,99,No,4,8,97,72,Graduate
6,92,Yes,9,4,86,47,Graduate
3,45,Yes,7,4,24,51,Graduate
9,41,No,9,8,37,85,Graduate
2,45,No,4,4,18,87,Graduate
8,85,No,7,8,84,49,Graduate
3,82,Yes,6,0,59,54,Graduate
5,43,Yes,7,9,29,92,Graduate
6,95,Yes,4,9,84,63,Dropout
6,68,No,5,7,60,65,Graduate
4,98,No,7,2,78,86,Graduate
3,64,Yes,4,7,46,81,Graduate
4,48,No,9,4,31,92,Dropout
1,95,No,5,1,68,99,Graduate
4,42,Yes,6,8,25,78,Dropout
1,65,No,6,3,37,97,Graduate
1,87,Yes,8,6,62,42,Graduate
6,82,No,6,7,69,41,Graduate
5,66,Yes,8,6,50,45,Dropout
4,75,No,6,5,55,60,Graduate
3,71,Yes,6,6,54,48,Graduate
1,40,No,6,3,12,49,Graduate
6,96,No,8,9,88,75,Graduate
2,92,No,9,0,69,98,Graduate
8,93,No,8,4,88,42,Graduate
5,55,No,7,7,41,80,Dropout
7,90,Yes,4,9,83,63,Graduate
2,87,Yes,4,5,62,61,Graduate
8,50,Yes,9,4,45,88,Dropout
2,65,No,4,1,42,53,Graduate
4,79,Yes,6,9,65,81,Graduate
1,94,No,9,4,73,84,Graduate
5,40,No,4,9,23,83,Graduate
9,65,Yes,8,2,61,66,Graduate
1,67,Yes,7,1,41,72,Graduate
9,92,No,5,2,85,99,Graduate
8,97,No,7,3,93,61,Graduate
6,48,Yes,4,1,35,68,Graduate
7,99,Yes,9,3,92,58,Dropout
3,98,No,4,3,79,58,Graduate
1,83,No,8,5,57,45,Graduate
5,61,Yes,7,4,49,84,Graduate
2,47,No,8,6,28,58,Graduate
5,97,No,8,6,85,52,Graduate
8,88,Yes,5,2,82,98,Graduate
9,81,Yes,8,8,80,65,Dropout
2,66,No,8,6,41,61,Graduate
3,78,No,5,6,57,60,Dropout
3,58,Yes,6,1,41,75,Graduate
1,64,No,6,9,43,95,Graduate
8,77,Yes,9,2,73,41,Graduate
6,60,No,5,2,46,86,Graduate
8,63,Yes,9,5,61,83,Graduate
9,63,No,9,3,61,69,Graduate
5,99,No,8,3,87,66,Graduate
3,99,No,9,0,78,46,Graduate
5,58,Yes,4,5,43,59,Graduate
5,89,Yes,7,7,75,89,Graduate
5,86,Yes,4,7,72,70,Graduate
3,41,No,4,7,18,62,Graduate
4,53,No,8,4,36,52,Graduate
9,92,Yes,7,9,92,56,Graduate
9,71,Yes,9,5,71,43,Graduate
2,81,No,7,4,58,96,Dropout
8,71,No,9,3,69,53,Graduate
8,67,No,6,3,58,59,Graduate
7,87,No,5,3,74,99,Dropout
8,78,Yes,8,3,72,52,Dropout
3,79,Yes,9,5,61,42,Dropout
6,81,No,9,5,74,65,Graduate
1,86,No,7,4,60,65,Dropout
7,79,No,8,8,70,57,Dropout
1,52,Yes,9,7,27,71,Graduate
9,51,Yes,6,9,49,53,Dropout
1,47,No,4,5,17,86,Graduate
1,54,No,9,8,34,42,Dropout
7,65,No,7,4,51,40,Graduate
2,51,No,6,9,27,65,Dropout
5,82,No,8,3,67,63,Graduate
8,90,No,9,5,84,88,Dropout
8,85,Yes,6,3,81,74,Graduate
3,66,Yes,6,7,45,53,Graduate
7,57,Yes,6,6,50,42,Dropout
3,84,No,6,4,67,52,Graduate
6,75,No,6,9,67,86,Graduate
6,88,No,6,5,77,89,Graduate
3,90,Yes,5,6,70,53,Graduate
7,66,No,8,1,59,60,Graduate
3,48,Yes,4,8,27,65,Graduate
8,94,No,8,6,88,42,Graduate
4,78,No,7,7,60,90,Graduate
1,40,No,7,4,14,79,Graduate
4,46,Yes,8,2,27,43,Dropout
7,65,Yes,6,1,54,75,Dropout
4,46,Yes,5,1,32,90,Dropout
6,91,No,4,2,79,82,Dropout
9,46,Yes,9,0,44,40,Dropout
1,47,No,9,0,20,79,Dropout
5,55,No,6,6,42,86,Dropout
7,42,Yes,8,9,33,72,Dropout
1,84,Yes,9,7,58,46,Dropout
4,49,No,8,5,31,92,Dropout
6,89,No,5,6,75,91,Graduate
2,46,No,5,0,22,91,Dropout
5,60,No,8,0,46,95,Dropout
1,92,Yes,6,8,68,50,Graduate
6,76,Yes,6,4,66,66,Graduate
6,70,Yes,6,6,60,53,Graduate
4,62,No,9,5,44,61,Dropout
8,96,No,4,3,90,55,Graduate
4,66,No,4,0,47,85,Graduate
8,95,Yes,6,3,88,51,Graduate
8,61,No,8,9,56,88,Graduate
5,78,No,5,9,66,85,Dropout
4,96,Yes,7,7,78,49,Dropout
2,66,Yes,5,0,43,63,Graduate
3,93,No,5,1,72,85,Dropout
3,88,Yes,7,7,69,57,Graduate
4,43,No,6,1,24,61,Graduate
4,63,Yes,5,9,47,48,Dropout
5,62,No,7,8,45,56,Dropout
4,87,Yes,9,2,72,77,Graduate
8,58,Yes,8,2,51,79,Graduate
6,81,Yes,8,5,73,97,Graduate
6,42,Yes,8,2,28,52,Graduate
8,66,No,6,8,56,89,Graduate
7,42,No,5,7,29,76,Graduate
8,67,Yes,5,3,60,45,Graduate
2,56,No,4,5,28,60,Dropout
9,70,Yes,8,7,66,90,Graduate
1,49,Yes,6,3,21,75,Dropout
8,88,No,7,4,84,46,Graduate
4,61,No,6,6,42,75,Dropout
4,69,No,5,7,51,64,Graduate
5,88,No,8,6,74,50,Graduate
8,60,No,4,7,50,83,Graduate
5,75,No,9,3,62,53,Graduate
8,92,No,6,0,90,84,Dropout
1,62,Yes,4,5,32,68,Graduate
9,77,No,5,4,71,49,Graduate
6,51,Yes,7,3,37,89,Graduate
3,64,No,6,1,42,87,Dropout
8,93,No,9,0,85,44,Graduate
9,96,Yes,5,8,96,47,Dropout
6,59,Yes,8,1,51,85,Graduate
7,88,Yes,6,8,82,44,Graduate
1,88,Yes,4,5,64,97,Dropout
5,81,No,6,5,67,99,Graduate
5,46,No,5,1,32,63,Graduate
4,68,Yes,5,5,50,79,Dropout
6,87,Yes,4,2,73,96,Graduate
7,68,No,9,6,62,65,Dropout
9,52,No,5,9,48,45,Graduate
1,42,Yes,6,3,20,55,Dropout
6,41,No,9,8,33,99,Dropout
7,55,No,4,4,43,75,Graduate
3,69,Yes,5,9,49,51,Graduate
8,77,Yes,5,2,70,50,Graduate
5,45,Yes,6,0,28,42,Graduate
9,84,Yes,5,0,82,83,Dropout
5,46,No,6,3,29,76,Dropout
9,44,Yes,8,9,42,45,Graduate
4,95,No,9,9,79,58,Graduate
9,46,No,6,3,41,57,Dropout
5,73,No,7,8,61,55,Graduate
9,71,No,5,7,69,62,Graduate
3,88,Yes,8,3,68,82,Dropout
4,52,No,9,5,38,76,Graduate
9,69,Yes,4,6,67,48,Graduate
6,64,No,7,9,54,42,Graduate
2,60,Yes,4,7,39,47,Dropout
7,99,No,7,3,93,77,Graduate
2,98,No,8,0,76,43,Graduate
2,60,Yes,9,4,39,51,Dropout
1,67,Yes,8,0,38,83,Graduate
3,87,Yes,8,3,69,70,Graduate
6,97,Yes,7,6,88,64,Dropout
8,59,No,6,6,54,92,Graduate
9,73,No,9,0,68,55,Graduate
7,44,No,4,8,33,81,Graduate
4,57,No,6,1,40,93,Dropout
6,99,No,6,4,87,53,Graduate
5,78,Yes,5,5,64,52,Graduate
8,82,Yes,4,0,70,80,Graduate
1,96,No,7,1,70,46,Dropout
1,96,Yes,5,6,72,51,Graduate
6,50,No,5,5,38,76,Dropout
2,93,No,8,5,71,89,Graduate
5,56,Yes,7,5,40,43,Dropout
1,87,No,6,6,58,41,Graduate
7,84,Yes,9,9,77,74,Dropout
1,61,No,6,8,38,97,Dropout
4,76,Yes,6,8,60,83,Dropout
9,59,No,8,1,57,42,Graduate
1,87,No,6,1,63,43,Graduate
4,99,Yes,4,4,82,77,Graduate
6,93,No,6,9,84,51,Dropout
6,93,No,6,6,84,58,Dropout
8,87,Yes,4,2,77,49,Graduate
1,87,Yes,8,2,61,40,Graduate
7,85,Yes,5,3,73,56,Graduate
1,45,No,7,2,15,55,Graduate
7,73,Yes,8,2,64,48,Graduate
3,53,Yes,6,7,33,96,Dropout
8,87,Yes,5,6,78,92,Dropout
3,62,No,7,6,43,48,Dropout
1,59,Yes,7,9,34,98,Graduate
8,52,No,7,1,48,94,Graduate
3,86,No,4,8,66,48,Dropout
2,83,Yes,4,5,60,51,Dropout
1,80,No,5,2,53,94,Graduate
3,71,No,6,8,51,80,Graduate
2,65,No,5,8,43,54,Graduate
2,89,No,6,5,68,41,Graduate
6,92,No,8,9,80,50,Graduate
1,53,Yes,7,5,26,50,Dropout
2,91,Yes,7,7,70,47,Graduate
6,96,Yes,4,7,85,94,Dropout
3,75,No,8,5,57,71,Graduate
4,47,Yes,9,6,30,45,Graduate
1,79,No,8,3,56,92,Graduate
8,61,No,6,0,53,59,Dropout
7,61,No,8,3,52,78,Graduate
7,55,No,4,7,47,74,Graduate
3,66,Yes,6,7,48,47,Dropout
3,95,No,5,1,78,89,Dropout
2,99,Yes,6,6,79,88,Dropout
1,99,Yes,5,0,75,82,Graduate
7,49,No,9,1,40,73,Graduate
7,64,Yes,6,7,59,96,Dropout
2,70,Yes,7,9,49,92,Graduate
7,60,Yes,9,3,48,98,Graduate
8,66,No,5,2,60,95,Graduate
1,56,No,4,1,29,58,Graduate
9,72,No,9,5,68,46,Graduate
7,70,Yes,9,3,63,70,Graduate
3,89,Yes,9,2,71,57,Dropout
8,81,No,5,2,76,79,Dropout
7,65,No,5,9,57,53,Dropout
8,60,Yes,6,2,54,78,Graduate
6,75,No,7,7,61,99,Graduate
9,40,No,9,8,34,92,Dropout
5,43,Yes,6,8,32,99,Graduate
3,43,Yes,6,4,23,98,Graduate
3,65,No,7,0,44,75,Graduate
1,43,No,6,9,18,56,Graduate
8,88,No,7,4,82,76,Graduate
2,48,No,4,0,18,83,Graduate
3,69,Yes,7,8,52,48,Graduate
8,90,No,8,9,88,97,Graduate
8,84,No,7,7,78,59,Dropout
4,43,Yes,7,6,26,84,Graduate
4,44,Yes,8,1,26,96,Graduate
5,84,Yes,7,1,74,67,Dropout
6,62,Yes,5,3,52,89,Graduate
5,55,Yes,6,8,40,59,Dropout
7,61,Yes,6,8,54,80,Graduate
2,76,Yes,4,7,51,75,Graduate
7,47,No,4,4,35,92,Graduate
7,87,No,8,6,79,66,Graduate
1,72,Yes,5,8,45,47,Graduate
7,94,No,4,2,81,71,Graduate
5,99,No,6,3,87,40,Dropout
3,77,Yes,4,1,56,56,Graduate
3,82,Yes,4,8,65,96,Graduate
4,55,Yes,7,6,38,48,Graduate
2,44,Yes,4,5,17,59,Graduate
2,55,Yes,8,4,35,84,Graduate
1,46,No,6,6,20,71,Graduate
5,90,No,8,2,75,41,Graduate
4,40,Yes,8,4,26,71,Graduate
2,48,Yes,9,1,23,84,Dropout
3,57,No,5,4,38,48,Graduate
7,84,No,9,6,78,69,Dropout
7,97,No,9,9,91,59,Graduate
4,86,Yes,7,6,67,77,Graduate
5,42,Yes,8,8,31,99,Graduate
5,63,No,5,2,49,40,Graduate
6,67,Yes,6,7,57,99,Graduate
9,49,No,6,4,45,96,Graduate
2,48,Yes,5,6,22,44,Graduate
5,52,Yes,8,0,35,74,Graduate
3,87,No,8,0,65,75,Dropout
4,74,No,7,3,53,40,Dropout
6,93,Yes,7,4,79,53,Graduate
8,62,No,9,9,57,48,Graduate
1,86,Yes,6,2,58,69,Graduate
8,56,No,7,5,50,63,Graduate
7,85,No,5,2,75,43,Graduate
1,46,Yes,6,4,17,89,Dropout
2,91,Yes,8,0,70,53,Graduate
3,55,Yes,6,2,36,64,Graduate
1,92,No,4,6,61,43,Graduate
9,79,No,6,2,78,64,Dropout
8,75,Yes,7,4,71,49,Graduate
2,59,No,5,6,36,74,Dropout
9,63,Yes,8,1,63,94,Graduate
7,86,Yes,8,2,78,46,Dropout
9,44,Yes,7,3,39,81,Dropout
6,84,Yes,7,4,70,52,Graduate
6,45,Yes,7,8,34,43,Graduate
4,67,No,4,8,49,89,Graduate
2,98,No,5,3,71,82,Dropout
7,44,Yes,4,8,34,96,Graduate
5,88,No,7,3,77,75,Graduate
6,78,Yes,5,1,67,95,Graduate
2,77,No,7,9,52,53,Graduate
5,41,No,5,0,25,57,Graduate
4,82,Yes,8,6,68,47,Graduate
9,78,No,4,3,76,71,Graduate
6,93,Yes,9,7,85,66,Graduate
2,60,No,7,7,40,81,Graduate
1,79,Yes,7,7,56,76,Graduate
5,76,Yes,6,5,62,62,Dropout
9,98,Yes,9,8,99,46,Dropout
6,57,Yes,8,3,46,51,Dropout
7,93,Yes,7,4,86,64,Graduate
5,87,Yes,4,3,73,42,Graduate
6,85,No,8,4,74,65,Graduate
5,51,Yes,7,1,37,43,Graduate
9,56,No,4,4,50,81,Graduate
6,76,Yes,6,9,65,75,Graduate
8,85,No,6,7,79,54,Dropout
2,77,Yes,4,8,53,71,Graduate
9,54,Yes,8,6,55,68,Graduate
5,46,No,4,6,31,49,Graduate
7,53,Yes,9,5,47,60,Graduate
1,89,Yes,4,1,63,93,Graduate
5,40,Yes,6,9,27,55,Dropout
2,77,Yes,6,9,53,86,Graduate
6,42,No,6,8,33,58,Dropout
1,76,Yes,9,4,56,68,Graduate
3,83,No,7,5,65,91,Dropout
5,70,Yes,9,0,55,90,Dropout
4,82,Yes,7,4,67,57,Graduate
3,52,Yes,9,5,32,97,Graduate
5,87,Yes,5,9,73,83,Graduate
8,57,No,7,1,45,96,Dropout
4,56,Yes,8,6,43,55,Dropout
1,56,Yes,8,3,32,40,Graduate
7,50,Yes,6,4,42,87,Graduate
8,59,No,9,2,55,41,Graduate
3,49,No,4,4,28,95,Dropout
6,68,No,6,3,58,54,Dropout
2,87,No,4,9,67,78,Graduate
7,73,Yes,9,5,66,67,Dropout
8,56,Yes,6,1,46,40,Graduate
6,93,No,6,2,79,44,Graduate
6,91,Yes,8,9,83,81,Graduate
5,81,Yes,4,0,63,61,Graduate
8,52,No,5,6,45,92,Graduate
1,83,Yes,5,8,63,75,Graduate
4,86,No,6,1,70,85,Graduate
4,78,No,9,6,58,52,Dropout
3,66,No,6,2,50,40,Graduate
3,93,No,8,4,77,55,Graduate
4,92,No,4,5,75,94,Graduate
1,65,No,6,7,40,80,Graduate
2,67,Yes,9,3,43,61,Graduate
9,52,Yes,5,1,47,71,Graduate
2,51,Yes,4,2,22,55,Graduate
5,83,No,6,7,71,90,Graduate
9,67,No,4,6,63,54,Graduate
9,41,No,8,5,37,97,Graduate
8,76,Yes,5,4,72,85,Graduate
1,96,Yes,9,4,73,91,Graduate
1,96,No,4,0,72,81,Graduate
9,73,No,5,5,68,92,Graduate
8,62,No,6,8,59,51,Graduate
9,97,No,9,7,97,99,Graduate
7,91,No,9,9,83,40,Graduate
3,84,Yes,7,0,65,92,Dropout
3,68,No,4,5,47,56,Dropout
2,74,No,5,2,51,80,Graduate
5,50,No,4,5,32,94,Dropout
3,87,No,6,8,63,90,Graduate
6,72,Yes,6,5,60,96,Graduate
2,90,No,9,7,70,89,Graduate
3,50,No,9,5,32,67,Graduate
5,48,No,5,5,32,46,Dropout
1,53,Yes,8,6,29,48,Graduate
1,48,No,4,9,21,61,Graduate
9,78,Yes,4,3,74,65,Graduate
7,87,No,6,7,81,92,Graduate
1,42,No,4,3,11,51,Graduate
8,68,No,5,6,65,46,Graduate
3,58,No,7,0,37,85,Graduate
8,75,No,9,8,75,86,Graduate
5,71,No,6,9,61,54,Dropout
1,46,No,9,8,17,77,Graduate
7,94,No,9,6,87,60,Graduate
5,67,No,9,7,52,53,Graduate
6,83,Yes,7,1,71,41,Graduate
6,57,Yes,4,9,46,47,Dropout
8,99,Yes,8,9,99,84,Graduate
9,44,Yes,9,6,40,94,Graduate
2,62,No,5,0,42,45,Graduate
9,94,No,9,2,91,76,Graduate
9,61,Yes,9,5,57,76,Graduate
7,65,Yes,4,4,58,96,Graduate
1,81,Yes,5,4,55,72,Graduate
7,51,Yes,4,8,46,80,Dropout
5,79,No,9,5,64,45,Graduate
6,58,Yes,4,2,45,91,Dropout
7,86,No,4,1,78,65,Graduate
5,40,No,6,8,24,78,Dropout
7,42,No,7,9,36,80,Graduate
9,66,Yes,8,3,65,76,Graduate
3,57,Yes,7,4,35,53,Graduate
8,89,No,7,8,87,76,Dropout
2,69,Yes,5,4,45,47,Graduate
7,41,Yes,6,6,35,78,Graduate
2,44,No,6,1,18,52,Dropout
4,68,No,4,1,46,52,Graduate
7,72,Yes,7,3,63,79,Graduate
3,81,No,8,7,62,82,Dropout
2,59,Yes,5,1,35,67,Graduate
7,69,Yes,6,9,63,97,Dropout
1,81,No,4,6,58,57,Graduate
8,44,No,8,0,37,96,Graduate
3,89,Yes,7,8,74,58,Dropout
2,60,No,8,9,40,77,Graduate
3,97,Yes,6,5,78,71,Graduate
5,54,No,5,0,38,61,Graduate
8,59,Yes,7,9,55,41,Dropout
7,47,No,5,5,39,99,Graduate
7,88,Yes,9,4,84,52,Graduate
7,70,Yes,8,4,60,62,Dropout
8,51,No,8,4,47,64,Graduate
1,60,Yes,4,3,34,67,Graduate
4,69,Yes,7,6,54,97,Graduate
6,66,Yes,8,8,56,50,Graduate
9,83,Yes,6,3,82,72,Graduate
2,65,Yes,9,1,45,63,Dropout
1,72,No,6,1,45,41,Dropout
2,65,Yes,5,1,43,69,Graduate
7,65,Yes,9,6,57,56,Graduate
3,75,Yes,9,3,56,79,Graduate
2,79,No,6,3,56,73,Graduate
7,40,No,8,0,30,77,Dropout
2,98,Yes,6,3,75,61,Graduate
3,54,Yes,7,5,33,44,Dropout
7,89,No,5,1,80,87,Graduate
4,40,No,9,3,27,79,Graduate
1,50,Yes,7,6,26,90,Graduate
5,94,No,8,8,81,55,Dropout
9,41,Yes,8,1,41,52,Dropout
8,40,Yes,6,7,34,65,Dropout
9,70,Yes,4,5,68,70,Graduate
9,83,No,9,7,83,91,Graduate
7,55,Yes,9,1,44,78,Graduate
4,93,Yes,4,0,75,87,Graduate
5,61,No,8,6,52,62,Graduate
1,81,Yes,8,8,56,87,Graduate
1,57,Yes,9,8,37,51,Graduate
3,86,Yes,5,1,67,53,Graduate
8,56,No,9,3,50,95,Graduate
2,69,No,8,0,46,57,Dropout
4,49,Yes,8,6,31,66,Graduate
2,74,No,5,1,51,67,Dropout
5,97,Yes,7,3,82,57,Graduate
9,60,Yes,7,1,58,55,Graduate
1,55,No,5,0,31,91,Graduate
5,45,No,5,6,29,55,Graduate
9,42,Yes,7,5,40,52,Graduate
1,80,No,7,1,51,97,Graduate
9,82,No,7,3,79,68,Graduate
8,60,No,7,2,52,48,Graduate
4,52,Yes,9,2,36,65,Graduate
5,57,Yes,9,2,43,67,Graduate
5,97,No,6,3,81,80,Graduate
6,93,Yes,5,0,81,52,Graduate
7,99,Yes,4,0,84,75,Dropout
8,63,No,6,6,55,48,Graduate
8,66,Yes,4,4,64,86,Dropout
2,93,No,4,2,68,53,Graduate
9,43,Yes,8,8,41,90,Dropout
7,61,Yes,5,4,53,51,Dropout
4,63,No,9,9,50,92,Dropout
4,79,Yes,6,2,65,97,Graduate
8,84,No,5,8,78,96,Graduate
4,49,Yes,7,0,31,71,Dropout
6,41,Yes,5,8,30,77,Dropout
5,79,Yes,4,4,64,42,Graduate
3,45,No,9,5,26,97,Dropout
2,87,Yes,7,1,66,96,Graduate
9,57,Yes,5,7,55,93,Dropout
9,56,No,5,2,52,91,Graduate
1,77,No,9,0,57,55,Graduate
3,84,Yes,4,6,68,59,Graduate
8,62,No,7,2,57,71,Graduate
6,85,No,4,3,75,95,Graduate
5,69,No,9,4,54,62,Dropout
5,97,No,5,0,82,56,Graduate
6,60,Yes,6,8,51,55,Graduate
7,49,No,6,6,43,77,Graduate
1,95,Yes,8,1,68,47,Graduate
9,82,Yes,6,0,77,58,Graduate
3,52,Yes,9,1,33,69,Dropout
4,51,No,9,2,37,96,Dropout
1,48,No,9,2,23,97,Graduate
3,43,Yes,7,7,26,73,Graduate
2,78,Yes,8,4,56,53,Graduate
2,63,No,7,8,42,61,Graduate
1,93,No,6,2,65,83,Graduate
8,73,Yes,6,5,66,56,Graduate
3,78,No,5,3,57,99,Dropout
3,80,No,7,7,59,98,Graduate
6,44,Yes,4,0,28,54,Graduate
8,54,No,5,3,46,89,Dropout
9,89,No,7,6,84,87,Dropout
9,43,Yes,9,8,42,71,Graduate
4,90,No,8,0,73,52,Graduate
5,91,Yes,7,7,77,60,Graduate
2,97,No,8,1,74,88,Dropout
9,78,Yes,8,3,75,79,Graduate
8,97,No,6,3,94,72,Graduate
3,47,Yes,4,7,27,96,Graduate
9,88,No,7,1,89,97,Graduate
3,84,No,4,6,62,66,Dropout
9,63,No,8,2,59,74,Graduate
2,92,Yes,6,8,73,55,Graduate
9,67,No,4,4,57,67,Dropout
8,94,Yes,5,7,90,73,Graduate
9,82,No,8,4,80,86,Graduate
5,66,No,5,0,50,40,Graduate
2,40,No,9,8,18,80,Graduate
8,73,No,4,9,68,87,Graduate
6,56,No,4,6,39,70,Graduate
8,76,No,4,3,67,75,Dropout
5,77,Yes,9,6,69,83,Graduate
2,65,Yes,7,4,43,72,Dropout
6,96,No,8,9,84,72,Dropout
5,63,No,8,8,50,78,Dropout
5,78,No,8,1,65,57,Dropout
1,99,No,7,3,74,62,Graduate
2,60,No,4,5,35,99,Graduate
8,69,Yes,4,4,61,62,Dropout
3,86,No,9,0,64,54,Dropout
3,90,No,5,8,66,65,Graduate
8,87,Yes,7,8,81,69,Graduate
8,96,Yes,6,2,93,64,Graduate
2,52,Yes,7,3,28,84,Graduate
8,76,No,9,3,71,55,Graduate
1,42,No,5,9,13,78,Graduate
6,71,No,5,7,59,87,Graduate
8,74,No,5,5,67,84,Graduate
3,58,No,4,1,35,53,Graduate
8,53,Yes,6,3,46,56,Graduate
1,87,No,5,0,59,51,Graduate
9,61,No,8,2,57,68,Dropout
9,56,No,4,3,51,71,Graduate
5,98,Yes,6,7,80,95,Graduate
4,43,No,8,2,22,63,Graduate
6,84,No,6,4,71,91,Dropout
7,79,No,9,0,73,52,Dropout
5,58,No,6,3,40,95,Graduate
9,76,Yes,8,1,75,59,Graduate
3,41,Yes,7,3,24,54,Graduate
7,54,Yes,6,4,45,95,Graduate
5,41,No,7,2,25,92,Graduate
7,50,Yes,6,5,42,43,Graduate
2,84,Yes,9,1,63,93,Graduate
4,62,No,8,4,44,73,Graduate
2,49,No,6,3,26,67,Dropout
7,42,Yes,5,4,31,89,Graduate
2,44,Yes,9,8,26,41,Graduate
1,42,Yes,5,5,15,96,Graduate
9,77,Yes,9,6,77,86,Graduate
1,52,No,9,7,31,69,Dropout
8,81,No,6,8,75,65,Graduate
2,58,Yes,8,4,34,90,Graduate
8,79,Yes,8,7,74,86,Graduate
3,89,Yes,4,1,68,65,Graduate
6,74,No,8,9,64,59,Graduate
3,63,No,7,8,43,81,Dropout
7,63,No,6,1,54,67,Graduate
9,56,Yes,5,4,53,95,Graduate
2,79,No,8,5,56,59,Graduate
5,49,Yes,5,3,34,50,Graduate
6,41,Yes,4,7,27,97,Graduate
4,83,No,6,9,66,49,Dropout
4,62,Yes,8,2,41,62,Graduate
4,45,No,5,4,25,76,Graduate
2,41,No,9,1,20,80,Graduate
4,60,Yes,8,2,45,91,Graduate
1,94,Yes,4,7,70,58,Graduate
6,95,No,9,4,86,84,Graduate
1,74,No,5,2,46,57,Graduate
6,88,No,5,4,73,88,Graduate
1,68,No,6,8,42,66,Dropout
6,46,No,6,2,27,45,Graduate
8,68,No,5,9,64,49,Graduate
2,92,No,9,6,71,41,Dropout
2,76,Yes,6,7,56,63,Dropout
4,62,No,5,4,43,77,Dropout
3,72,Yes,9,2,50,67,Dropout
4,47,Yes,7,5,31,67,Dropout
7,51,No,8,2,42,92,Graduate
1,85,No,7,8,60,84,Dropout
6,87,No,7,1,76,89,Graduate
3,49,No,8,2,28,78,Graduate
7,54,No,5,6,45,41,Dropout
2,92,Yes,5,9,71,85,Dropout
2,63,Yes,6,7,44,44,Graduate
4,65,No,4,4,48,89,Dropout
1,86,No,5,4,57,50,Graduate
3,81,No,8,4,61,49,Graduate
9,92,No,4,3,86,82,Graduate
7,99,Yes,8,8,95,98,Graduate
7,78,Yes,8,5,70,41,Graduate
4,97,Yes,8,7,81,54,Dropout
2,42,No,4,7,18,78,Dropout
4,41,No,7,4,24,80,Graduate
6,45,No,9,8,32,76,Graduate
3,60,Yes,8,1,40,46,Dropout
1,48,Yes,6,7,25,59,Dropout
8,49,Yes,5,2,41,73,Graduate
5,75,No,9,6,66,74,Dropout
5,98,Yes,5,8,83,73,Graduate
4,42,No,5,4,22,92,Graduate
6,80,Yes,4,7,70,61,Graduate
3,63,No,6,3,42,70,Dropout
9,61,No,6,0,56,62,Dropout
5,88,No,9,0,72,58,Graduate
3,53,No,6,5,31,43,Dropout
1,81,Yes,6,7,60,63,Graduate
